00:00:00|第一课
00:00:00|如何让你的声音价值百万
00:00:03|沟通第一步
00:00:06|美化你的声音
00:00:07|此音频进攻我群内部交流使用
00:00:10|更多知识共享
00:00:12|请联系唯一QQ1634942508
00:00:16|免费体验
00:00:17|好的声音无价之宝
00:00:20|用好的声音价值百万
00:00:22|有一天下班的时候已经是深夜了
00:00:27|打算跟阿南在公司楼下喝一杯再回家
00:00:30|结果旁边有美女来搭讪
00:00:32|但是累
00:00:33|不想说话
00:00:34|这时候我就想
00:00:37|我应该把保温杯拿出来
00:00:38|往吧台上一拍
00:00:39|老板
00:00:41|给我来壶女儿红
00:00:43|加热
00:00:45|放枸杞
00:00:46|要用最油腻的方式
00:00:50|把人吓走就得了
00:00:51|但是我忘了带保温杯
00:00:54|见我不说话
00:00:55|美女问
00:00:56|你怎么不说话呀
00:00:57|阿南笑笑冲她说
00:00:59|她说话是要钱的
00:01:02|贼贵
00:01:03|我分不出来
00:01:05|阿南这是在夸我
00:01:06|还是在损我
00:01:07|但是效果堪比女儿红
00:01:09|他也没说错
00:01:11|大鹏老师的本职工作
00:01:13|的确是卖声的
00:01:14|是卖声啊
00:01:16|不是卖身
00:01:17|前后鼻音不分的同志
00:01:18|不许重复这句话
00:01:19|我们听过很多诸如
00:01:22|自如其人
00:01:23|文如其人的说法
00:01:25|我觉得很有道理
00:01:26|同时我也认为
00:01:28|生如其人
00:01:29|声音是一个人立体的展示
00:01:31|是与人交流的第一个台阶
00:01:33|是你感知世界的一种角度
00:01:36|也是你抒发情感的一种方式
00:01:37|我跟国内最知名的
00:01:40|化妆品公司的老总聊天
00:01:42|他说
00:01:42|大鹏老师
00:01:44|我们所有的大区经理
00:01:46|都需要锻炼一下声音
00:01:47|我说练习声音
00:01:49|你们练习声音是要干嘛
00:01:51|他说
00:01:52|我们是做化妆品的
00:01:53|我们的使命
00:01:55|就是带给客户美
00:01:56|而这种美
00:01:57|应该是全方位的
00:01:58|由内而外散发出来的
00:02:00|声音是我们展示美的
00:02:02|重要的组成部分
00:02:02|我们在向客户
00:02:04|介绍我们产品的时候
00:02:05|必须是美的
00:02:06|我目瞪口呆
00:02:08|觉得这是一个
00:02:10|处女座偏执狂老板
00:02:12|一家国内知名航空公司的
00:02:16|负责培训的朋友跟我说
00:02:17|张老师
00:02:18|你来给我们上上课
00:02:20|我们要加强舱内服务的质量
00:02:22|所以我们空乘的声音
00:02:24|也得调整
00:02:25|既要亲切自然
00:02:26|还得有个性
00:02:27|我想了想说
00:02:29|那以后我能免费升舱吗
00:02:32|一家世界500强的家电公司的
00:02:36|售后服务领导也跟我说
00:02:38|要让他们的售后服务人员
00:02:40|接受专业训练
00:02:41|保证电话里传出来的
00:02:43|是一个好听的声音
00:02:44|我跟阿南说了这件事
00:02:47|阿南说
00:02:48|你的朋友们都很有钱
00:02:51|介绍给我
00:02:52|大家不要学阿南这点出息
00:02:55|我给你们画一下重点
00:02:57|重点就是
00:02:58|大家都开始重视声音的修饰
00:03:01|我注意到很多线上的新媒体
00:03:08|也开始了声音的教育和培训
00:03:10|都卖得很好
00:03:10|第二季我用声音做一个开篇
00:03:13|是因为声音的确是
00:03:15|整个沟通过程中
00:03:16|最直接的载体
00:03:17|最基础的元素
00:03:18|是不能绕过的一个门槛
00:03:20|你们要是
00:03:23|听过小杰的声音
00:03:24|你就知道
00:03:25|为啥他到现在
00:03:26|还跟我们混在一起了
00:03:28|你们就想象一下啊
00:03:31|就是张玉琪
00:03:32|或者周迅的嗓子
00:03:33|感冒之后
00:03:34|然后又被热水
00:03:35|烫到的那个状态
00:03:36|他要是不开口
00:03:38|我跟你说
00:03:39|那就是美女指引天上有
00:03:41|一开口就是
00:03:43|我还是送你回天上吧
00:03:46|其实主要吧
00:03:50|是他不上进
00:03:51|不跟我好好学
00:03:52|大家别把声音的事
00:03:54|想得太难
00:03:55|我这节课讲声音
00:03:57|不是来吓唬大家的
00:03:58|是来跟大家说几件
00:04:00|不分工种
00:04:01|不分场合
00:04:02|都需要注意
00:04:03|同时也是最容易上手的事
00:04:05|第一
00:04:08|想让声音优美动听
00:04:10|要先学会让声音圆润集中
00:04:13|每个人的音色
00:04:16|当然都不一样
00:04:17|每个人喜欢的声音
00:04:18|也千差万别
00:04:19|但是
00:04:20|我们的确也不能否认
00:04:22|共性的存在
00:04:23|比如声音圆润集中
00:04:25|还是大家的主流审美
00:04:27|共性所在
00:04:28|正所谓大猪小猪
00:04:30|落玉盘
00:04:31|我一个研究人文历史的朋友
00:04:35|跟我说
00:04:35|你知道为什么
00:04:37|与南方人相比
00:04:38|北方人多高声大嗓吗
00:04:39|这跟他们吃的东西有关
00:04:42|北方人的主食是面食
00:04:45|所以进食的方式是吞咽
00:04:47|后口腔开度大
00:04:49|所以共鸣多
00:04:50|南方人吃的主要是精米
00:04:52|进食的主要方式是咀嚼
00:04:54|所以咬字啊
00:04:56|说话的声音也比较偏浅偏细
00:05:00|我觉得他说的很有道理
00:05:02|但是现在全民都吃火锅了
00:05:05|我不知道会不会
00:05:06|说的更溜
00:05:09|但他有一点说的肯定是对的
00:05:11|那就是声音要有共鸣
00:05:13|有共鸣
00:05:14|声音就显得圆润集中
00:05:16|共鸣来源于各个共鸣腔体
00:05:19|我们不展开
00:05:20|这里只强调一下口腔共鸣
00:05:22|大家都知道一个简单的道理
00:05:27|共鸣腔体越大
00:05:28|共鸣越强
00:05:29|那张大口腔
00:05:31|就会带来更多的共鸣
00:05:32|声音会更集中
00:05:33|但我要强调的是
00:05:35|张大口腔
00:05:37|不是盲目的张大嘴
00:05:38|而是要像打哈欠一样
00:05:40|张开后口腔
00:05:41|也就是软鳄的部分
00:05:43|这个部位
00:05:44|是比较容易改变的
00:05:45|你需要做的
00:05:47|就是多打打哈欠
00:05:48|并试着用这个部位
00:05:49|来发声音
00:05:50|大家可能不知道
00:05:52|普通话中
00:05:53|70%以上的音节
00:05:55|都是需要我们张开口腔
00:05:57|来说话的
00:05:57|你要是不打开
00:05:59|除了语音不标准以外
00:06:00|声音也不会好听
00:06:02|没吃过猪肉
00:06:04|可能看过猪跑
00:06:05|没有专业学习
00:06:07|但是可能听过一个
00:06:08|八百镖兵奔北坡的绕口令
00:06:10|练这个是为了啥呢
00:06:13|除了练习纯的力量之外
00:06:15|其实就是为了打开口腔
00:06:17|因为这里面需要你张开嘴
00:06:19|说话的音特别多
00:06:21|您要是想让你的声音好听
00:06:24|有力量
00:06:25|容易被信任
00:06:26|那集中圆润是非常重要的一点
00:06:29|所以练这个绕口令
00:06:31|不用快起来
00:06:32|恰恰相反
00:06:33|而是要慢
00:06:34|大声读的时候
00:06:36|要注意打开口腔
00:06:37|多练多说
00:06:38|自然共鸣就越来越多
00:06:41|只可惜
00:06:42|人都有懒惰的习惯
00:06:44|不习惯或者懒得张开
00:06:46|我在前面提到的那家
00:06:48|大型家电公司培训的时候
00:06:50|他们很多售后和服务人员的
00:06:52|说话状态是这样的
00:06:54|你好
00:06:55|这里是哪里哪里
00:06:56|请问你有什么问题
00:06:57|这种用鼻子哼哼着
00:07:00|说话的状态
00:07:01|您说您会喜欢吗
00:07:02|是不是显得特别慵懒
00:07:04|我们更喜欢质地有声的声音
00:07:07|而不是嗤之以鼻的这种
00:07:09|对吧
00:07:10|第二
00:07:12|想让声音亲切自然
00:07:14|要学会让声音积极外送
00:07:17|声音是要送出去的
00:07:20|而且这种送出去的感觉
00:07:22|要明显到足以让对方感受到你的交流欲望
00:07:25|有些人声音本质其实很好
00:07:27|但是为了自己觉得好听
00:07:30|声音是收回来的
00:07:32|或者压着喉咙
00:07:33|你自己可能觉得挺好听
00:07:35|因为这个时候你听自己的声音
00:07:37|一部分是骨骼传导
00:07:39|而别人听则是空气传导
00:07:42|你不送出去
00:07:43|会让人觉得要么畏首畏尾
00:07:45|要么不想说话
00:07:46|我听过的最做作的声音
00:07:51|就是靠后和压喉
00:07:53|比如这样事的
00:07:55|这是1949年的
00:07:58|北京上空的一面旗帜
00:08:01|有没有想打他
00:08:04|反正我袖子是撸起来了
00:08:06|都别拦着我
00:08:07|除此之外
00:08:09|有些人听上去声音小
00:08:11|不是因为分贝真的低
00:08:13|而是因为声音送不出去
00:08:15|所以环境稍稍嘈杂一点
00:08:17|空间稍稍大一点
00:08:19|就听不见了
00:08:20|那这个时候
00:08:21|你需要练习的
00:08:22|只是声音的外送
00:08:23|方法很简单
00:08:26|用意念
00:08:27|别笑
00:08:30|我说正经点
00:08:31|找一面墙
00:08:33|或者一个物品
00:08:34|感觉说话的时候
00:08:35|每一个字都是一个子弹
00:08:37|射到那面墙
00:08:38|或者那个物体上去
00:08:40|假以时日
00:08:41|你的目标感和交流感自然就提高了
00:08:44|因为你的唇舌运动在向中间集中
00:08:48|目标在向远处延伸
00:08:49|吐字自然越来越向外
00:08:52|这就是为什么我们更喜欢说话字字猪鸡
00:08:56|而不是含糊不清了
00:08:57|第三
00:09:00|想让声音富有感染力
00:09:02|要学会让声音高低变化
00:09:04|有些人说话也圆润
00:09:08|也能外送
00:09:08|但是一到正式场合或者公众环境
00:09:11|他说话就是没有平时说话的气势
00:09:15|这是因为他一不自然
00:09:17|声音就变成了扁平的
00:09:19|缺少变化
00:09:20|所以就缺少了吸引力
00:09:22|变化包括很多方面
00:09:27|但最重要的是高低变化
00:09:30|比如刚才我们提到过的
00:09:32|八百镖兵奔北坡
00:09:33|凭着读就是这样的
00:09:37|八百镖兵奔北坡
00:09:40|但你应该读成这样的
00:09:42|八百镖兵奔北坡
00:09:47|或者这样的
00:09:49|八百标兵奔北坡
00:09:52|实际上
00:09:54|汉语普通话的基本句式
00:09:56|就是一个拱桥形
00:09:58|从低到高
00:09:59|再从高到低
00:10:00|大部分人缺少打动人的力量
00:10:03|就是因为太平
00:10:05|很多领导或者老板
00:10:07|需要在公开场合讲话
00:10:09|你的号召力和信任感
00:10:11|就来源于你的高低变化
00:10:13|你可以说
00:10:15|我们公司
00:10:16|从一个十几个人的小公司
00:10:18|发展成为一个拥有三千多万名员工的大企业
00:10:22|创造了同行业中敢于拼搏
00:10:25|历久弥艰的一个典范
00:10:27|你也可以将其中不好的词放下来一些
00:10:33|好的词拉上去一点
00:10:34|其他的词就正常带过
00:10:37|于是就有了高低变化
00:10:39|而幅度越大
00:10:40|打动人的力量也就越大
00:10:42|就是这样的
00:10:43|我们公司从一个十几个人的小公司
00:10:46|发展成为一个拥有三千多名员工的大企业
00:10:50|创造了同行业中
00:10:52|敢于拼搏
00:10:53|历久弥艰的一个典范
00:10:55|我们生活中
00:10:58|常常会听到一些广告
00:11:00|其实现在像金嗓子猴宝
00:11:03|这样用卖大力丸的方式
00:11:05|来镇住你的
00:11:06|越来越少了
00:11:07|大部分时候
00:11:08|就是正常说话
00:11:09|只不过靠生命的高低变化
00:11:12|来增强情感
00:11:13|比如我我的这条
00:11:14|时尚创新美学
00:11:19|安全凝聚前瞻科技
00:11:22|你就试着一句高一句低
00:11:35|你也可以有大牌的fuel
00:11:37|所以用最基本的练习材料练习
00:11:43|然后平时说话习惯高低变化
00:11:46|久而久之
00:11:47|你也可以变成一个声音有魅力的人
00:11:49|圆润集中
00:11:53|让我们的声音自然动听
00:11:55|扎实有力
00:11:56|这就是声音的好感度和信任度
00:11:59|积极外送
00:12:00|让我们显得热情洋溢
00:12:02|真诚坦然
00:12:03|这就是声音的迎合度
00:12:05|赋予变化
00:12:06|则让我们的表达更有感染力
00:12:08|这就是声音的活跃度
00:12:10|用这样的声音做交流的载体
00:12:12|就好比一个人穿上了华贵的礼服
00:12:15|瞬间身价百万
00:12:17|有了这样的表达状态
00:12:19|自然让你交流起来
00:12:20|事半功倍
00:12:21|魅力四射
00:12:22|当然
00:12:23|声音的练习还有很多方面
00:12:26|比如气息的练习
00:12:27|咬字的力度
00:12:28|节奏的处理等等
00:12:30|只是我们今天所说的这三个方面
00:12:32|最重要也最容易上手
00:12:34|多加练习
00:12:35|你的状态一定会大有改观
00:12:37|最后大家还要明确一点
00:12:41|声音不是信息本身
00:12:43|我们不能为了声音动听
00:12:45|就忽视了内容的表达
00:12:47|我们整个第二季的节目是关于交流的
00:12:50|所以这一节声音的提示
00:12:52|只是一个小小的起点
00:12:53|接下来我们将从一个一个场景开始
00:12:56|愉悦的交流
00:12:57|让你的表达好听
00:12:59|交流高效
